Type,Ref,Date,Monthyear,Count,Title,Summary,Department,Corporate author,Legislature,Subject,Topic,Legislation,Witnesses,Library location,Weblocation
Treaties,CP 9,11/01/2019,12019,9,"Protocol, done at Geneva 5 November 2015, amending the Annex to the Agreement on Trade in Civil Aircraft",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Aircraft; Trade agreements,,,, ,https://www.gov.uk/government/publications/ms-no22019-protocol-2015-amending-the-annex-to-the-agreement-on-trade-in-civil-aircraft
Treaties,CP 11,11/01/2019,12019,10,"Protocol, done at Geneva 27 November 2014, amending the Marrakesh Agreement Establishing the World Trade Organization",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,World Trade Organisation; Marrakesh Agreement,,,, ,https://www.gov.uk/government/publications/ms-no12019-protocol-amending-the-marrakesh-agreement-establishing-the-world-trade-organization
Treaties,Cm. 9748,05/12/2018,122018,1,"Convention, done at Interlaken on 20 May 1987, on the simplification of formalities in trade in goods",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,EU accession; EU enlargement; EU external trade; Trade agreements; European Free Trade Association; EU trade; Trade documentation; Community transit,,,, ,https://www.gov.uk/government/publications/ms-no152018-convention-on-the-simplification-of-formalities-in-trade-in-goods-and-council-decision
Treaties,Cm. 9746,05/12/2018,122018,2,"Convention, done at Interlaken on, 20 May 1987, on a common transit procedure",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Customs; EU action; Community transit,,,, ,https://www.gov.uk/government/publications/ms-no142018-convention-on-a-common-transit-procedure-and-council-decision
Treaties,Cm. 9736,19/11/2018,112018,1,"Agreement, done at London on 15 May 2018, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Turkey on the Establishment, Functioning and Activities of Cultural Centres",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Cultural heritage; Culture; Turkey; Cultural relations,,,, ,https://www.gov.uk/government/publications/cs-turkey-no12018-ukturkey-agreement-on-the-establishment-functioning-and-activities-of-cultural-centres
Treaties,Cm. 9731,12/11/2018,112018,2,"Agreement, done at Canberra on 21 August 2018, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Australia on Cooperation in the Peaceful uses of Nuclear Energy",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Australia; International cooperation; Nuclear fuels; Nuclear power,,,, ,https://www.gov.uk/government/publications/cs-australia-no12018-ukaustralia-agreement-for-cooperation-in-the-peaceful-uses-of-nuclear-energy
Treaties,Cm. 9733,12/11/2018,112018,3,"Agreement, done at Vienna on 7 June 2018, between the United Kingdom of Great Britain and Northern Ireland and the International Atomic Energy Agency for the Application of Safeguards in the United Kingdom of Great Britain and Northern Ireland in Connection with the Treaty on the Non-Proliferation of Nuclear Weapons",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Arms control; International Atomic Energy Agency; Nuclear weapons; Nuclear safeguards; Proliferation; Nuclear Non-proliferation Treaty; EURATOM,,,, ,https://www.gov.uk/government/publications/ms-no132018-ukiaea-agreement-for-application-of-safeguards-in-connection-with-treaty-on-the-non-proliferation-of-nuclear-weapons
Treaties,Cm. 9729,12/11/2018,112018,4,"Agreement, done at Washington on 4 May 2018, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the United States of America for Cooperation in Peaceful Uses of Nuclear Energy",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,International cooperation; Nuclear fuels; Nuclear power; USA,,,, ,https://www.gov.uk/government/publications/cs-usa-no12018-ukusa-agreement-for-cooperation-in-peaceful-uses-of-nuclear-energy
Treaties,Cm. 9732,12/11/2018,112018,5,"Protocol, done at Vienna on 7 June 2018, between the United Kingdom of Great Britain and Northern Ireland and the International Atomic Energy Agency for the Application of Safeguards in the United Kingdom of Great Britain and Northern Ireland in Connection with the Treaty on the Non-Proliferation of Nuclear Weapons",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Arms control; International Atomic Energy Agency; Nuclear weapons; Nuclear safeguards; Proliferation; Nuclear Non-proliferation Treaty; EURATOM,,,, ,https://www.gov.uk/government/publications/ms-no122018-ukiaea-protocol-additional-to-agreement-for-application-of-safeguards-in-connection-treaty-on-non-proliferation-of-nuclear-weapons
Treaties,Cm. 9730,12/11/2018,112018,6,"Agreement, done at Ottawa on 2 November 2018, between the Government of United Kingdom of Great Britain and Northern Ireland and the Government of Canada for Cooperation in the Peaceful Uses of Nuclear Energy",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Canada; International cooperation; Nuclear fuels; Nuclear power,,,, ,https://www.gov.uk/government/publications/cs-canada-no12018-ukcanada-agreement-for-cooperation-in-the-peaceful-uses-of-nuclear-energy
Treaties,Cm. 9707,05/11/2018,112018,7,"Convention, done at The Hague on 23 November 2007, on the International Recovery of Child Support and other forms of Family Maintenance",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Child support; Children; EU action; Maintenance; Hague Convention on the International Recovery of Child Support and Other Forms of Family Maintenance,,,, ,https://www.gov.uk/government/publications/ms-no102018-international-recovery-of-child-support-and-other-forms-of-family-maintenance
Treaties,Cm. 9723,05/11/2018,112018,8,"Convention, done at The Hague on 30 June 2005, on Choice of Court Agreements",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Courts; Conflict of laws; Jurisdiction; EU action; Convention on Choice of Court Agreements,,,, ,https://www.gov.uk/government/publications/ms-no112018-convention-on-choice-of-court-agreements
Treaties,Cm. 9711,25/10/2018,102018,1,"Agreement, done at Panama City on 25 July 2017, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Panama for the Establishment and Functioning of Private International Schools of Excellence in the Republic of Panama",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Education; Standards; Schools; Panama,,,, ,https://www.gov.uk/government/publications/ts-no122018-ukpanama-agreement-for-the-establishment-and-functioning-of-private-international-schools-of-excellence
Treaties,Cm. 9687,18/10/2018,102018,2,"Agreement, done at Lanzarote on 25 October 2007, on the Protection of Children against Sexual Exploitation and Sexual Abuse",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Children; Protection; Offences against children; Young people; Sexual offences,,,, ,https://www.gov.uk/government/publications/ts-no-82018-council-of-europe-convention-on-the-protection-of-children-against-sexual-exploitation-and-sexual-abuse
Treaties,Cm. 9715,15/10/2018,102018,3,"Agreement, done at Geneva on 6 July 1999, on The Hague Agreement Concerning the International Registration of Industrial Designs",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Fees and charges; Registration; Industrial design,,,, ,https://www.gov.uk/government/publications/ts-no132018-geneva-act-of-the-hague-agreement-concerning-the-international-registration-of-industrial-designs
Treaties,Cm. 9693,25/09/2018,92018,1,"The Antarctic Treaty: Measures adopted at the Fortieth Consecutive Meeting held at Beijing, China, 22 May to 1 June 2017",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Antarctic; Antarctic Treaty; Environment protection; Nature conservation; Seas and oceans; Wildlife,,,, ,https://www.gov.uk/government/publications/the-antarctic-treaty-measures-adopted-at-the-fortieth-consultative-meeting
Treaties,Cm. 9690,12/09/2018,92018,2,"Agreement, done at Luxembourg on 10 June 2013, between the European Union and its Member States and the Government of the State of Israel on Euro-Mediterranean Aviation",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Aviation; Israel; EU external relations,,,, ,https://www.gov.uk/government/publications/eu-no112018-euisrael-euro-mediterranean-aviation-agreement
Treaties,Cm. 9691,12/09/2018,92018,3,"Common Aviation Area Agreement, done at Brussels on 26 June 2018, between the European Union and its Member states and the Republic of Moldova",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Aviation; EU external relations; Moldova,,,, ,https://www.gov.uk/government/publications/eu-no122018-eumoldova-common-aviation-area-agreement
Treaties,Cm. 9699,12/09/2018,92018,4,"Agreement, done at Brussels on 30 June 2001, on the international occasional carriage of passengers by coach and bus (Interbus agreement); and, Decision No 1/2011 of the Joint Committee established under the Interbus Agreement on the international occasional carriage of passengers by coach and bus of 11 November 2011 adopting its rules of procedure and adapting Annex 1 to the Agreement regarding conditions applying to road passenger transport operators, Annex 2 to the Agreement concerning the technical standards applying to buses and coaches and the requirements concerning the social provisions referred to in Article 8 of the Agreement; and, the Protocol to the agreement on the international occasional carriage of passengers by coach and bus (Interbus Agreement) regarding the international regular and special regular carriage of passengers by coach and bus",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Buses; EU action; Passengers; Standards; Transport; Safety; EU transport policy,,,, ,https://www.gov.uk/government/publications/ms-no92018-interbus-agreement-with-protocol-and-decision
Treaties,Cm. 9698,06/09/2018,92018,5,"Agreement, done on 5 June 2003, 9 December 2004, 8 December 2006, 4 December 2008, 24 May 2012, 30 November 2012, 21 June 2013, 22 May 2014, on Amendments to the Protocol of 1988 Relating to the International Convention on Load Lines, 1966 (LL PROT 1988)",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Certification; Merchant shipping; Safety; Shipping; Standardisation; Load lines,,,, ,https://www.gov.uk/government/publications/ts-no112018-amendments-to-the-protocol-of-1988-relating-to-the-international-convention-on-load-lines-1966-ll-prot-1988
Treaties,Cm. 9697,06/09/2018,92018,6,"Agreement, done on 1 December 2005, 4 December 2013, 4 December 2013, on Amendments to the International Convention on Load Lines, 1966 (LL 1966)",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Certification; Merchant shipping; Safety; Shipping; Standardisation; Load lines,,,, ,https://www.gov.uk/government/publications/ts-no102018-amendments-to-the-international-convention-on-load-lines-1966-ll-1966
Treaties,Cm. 9688,07/08/2018,82018,1,"Minamata Convention on Mercury, done at Kumamoto on 10 October 2013",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Developing countries; Contamination; Environment; Health hazards; Information; Exemptions; Hazardous substances; Pollution; Mining; Trade; Storage; United Nations; Research; Waste disposal; Waste; Technology transfer; Mercury; Minamata Convention on Mercury,,,, ,https://www.gov.uk/government/publications/ts-no92018-minamata-convention-on-mercury
